,vocab
0,CDROM
1,close
2,click
3,copy
4,cut
5,command
6,database
7,delete
8,digital
9,file
10,find
11,font
12,format
13,graphic
14,icon
15,hardware
16,input
17,interactive
18,Internet
19,keyboard
20,help
21,memory
22,menu
23,modem
24,mouse
25,multimedia
26,network
27,numeric
28,open
29,output
30,paste
31,peripheral
32,printer
33,processing
34,replace
35,save
36,scanner
37,search
38,select
39,software
40,text
