,vocab
0,capricorn
1,abominable snowman
2,android
3,dragon
4,Martian
5,mermaid
6,nessie
7,ogre
8,phoenix
9,robot
10,snowman
11,sphinx
12,spirit
13,unicorn
14,vampire
15,werewolf
